Comment,Sentiment
Broo part 2 yavaga barutthe,neutral
"वर्तमान समय में ज्ञान को धंधा बना दिया गया हे , लोगो की समझ के साथ खिलवाड़ कर रहे हे कुछ लोग , पहले वो सामान्य यूट्यूब पर आते हे बाद में वो लोग गलत मतलब से गलत जानकारी लोगो के दिमाग में भरते हे , और वो इस प्रकार कार्य करते हे की कोई उस बात को पकड़ नहीं पाता , या फिर कोई बात के कारण उस पर कोई बात नहीं करता हे , शोशल मिडिया का इस्तेमाल अपने हित में करने लगता हे फिर पेसे की लालच के कारण , या किसी की दबाव या मोज शोंक के कारण की लोग मुझे जाने और ये लोग दिशा मोड़ देते हे और कुछ नहीं करते हे एसा नहीं हे वो लोग बहुत कुछ करते हे , इनमे कई नाम शामिल हे में बाद में सब साफ कर दूंगा ये देश की मिडिया की खिल्ली उड़ाते हे , आप उनकी सुपोर्ट करो लेकिन कभी सेना पर कभी किसी पर मजाक करते रहते हे , मेरी मुहीम हे की शोशल मिडिया पर ऐसे लोगो का बहिस्कार करना चाहिए अगर आप कोई नाम जानते हे तो मुझे बताओ में उस पर डिटेल में एक्सप्लेन कर दूंगा दूध का दूध पानी का पानी हो जायेगा बस मुझे उसका नाम बताओ या विषय बताओ आप इसमें बस मुझे बताने वाले हे बाकि में संभाल लूँगा >>> अपनी मर्जी से बात करते हे लोग जेसे वो सब जानते लेकिन वास्तव में स्वयं भ्रमित हे उनको खुद नहीं पता , और जिस तरीके से वो पता लगाकर लोगो को बता रहे हे वो फर्जी हे वो तरीका ही फर्जी हे , जेसे में अगर नाम लूँगा तो अच्छा नहीं हे में किसी के साथ पक्षपात नहीं करता हु आप मुझे बताओ फिर में जो मुझे सही लगा मेरे विचार में जो उस टाइम आया में बता दूंगा , ये लाइव होगा ,ओके जब तक आप कुछ नहीं बोलोगे में सिर्फ लिखता रहूँगा ,",neutral
"Power nathile , kie faltu katha sunuchi",neutral
most of the Iranian videos claiming hit are AI.,neutral
🤩,neutral
പ്രതിഷേധം ഒഴിവാക്കാൻ SFIക് ഭാരതാമ്പൻ എന്നൊരു പുരുഷസങ്കല്പവും കൂടി സൃഷ്ടിക്കാമല്ലോ?!,neutral
Sabu michha...kichhi heba nai...,neutral
वाकई अब अमीर इतने दिख रहे हैं कि बाजारों में उनसे टकरा कर चलना बड़ा सुखद लगता है। विश्व बैंक जैसी संस्थाएं इतनी उदार हैं भारत पर ये देख कर खुशी होती है।,neutral
"B. Saram
 Ka. Had. Par. Kkar. Diya",neutral
Sundar episode,neutral
🤮🤢,neutral
பாக்குறச்சே நாக்குல எச்சில் ஊருதே 😋🤤,neutral
Estoy suscritao,neutral
ଯଦି ଆମେ ସଚେତ ହୋଇ ମଦ ପିଇବା ବନ୍ଦ କରିବା ତାହେଲେ ମଦ ବିକ୍ରି ଆପେ ଆପେ ବନ୍ଦ ହେଇଯିବ ।,neutral
WHY DOES 🇮🇳 PAY FOR DEPRECIATION OF OTHER NATIONS,neutral
K rail വന്നാൽ എല്ലാം ശരിയാവും,neutral
ନାଡୁ ଚଡି,neutral
Justice for swjanya😢,neutral
ಏಲಯನ್ಸ್ ಕೈ ವಾಡ,neutral
Hola muy buenas tardes ayudad,neutral
"Maharashtra
 Road infrastructure 
 Traffic
 Waterlogging in rainy season 
 Civic issues",neutral
അടി കിട്ടിയട്ട് തിരിച്ചടിക്കുന്നതിനെക്കൊളും എത്രയോ നല്ലതാണ് അടി വാങ്ങാതിരിക്കുക എന്നുള്ളത്.,neutral
"Ankit. Sir. Uthk. Bethk.
 Achchi.Yani.shi.Lgalete.Hai.",neutral
Turning these fuel switchs off deploys the rat,neutral
Adichittavante karanakuthipottikkanam RASCAL,neutral
ସିଂହପୁର ସରକାରଙ୍କ ସହ ଓଡିଶାର ମୁଖ୍ୟମନ୍ତ୍ରୀଙ୍କ ବୁଝାମଣା କରିବା ଦ୍ବାରା ଓଡିଶାର ନିଶ୍ଚୟ ଆର୍ଥିକ ବିକାଶ ହେବ।,neutral
"ह्या समीर नावाचा पांचटपणा आता बास झाला. तुम्हाला तो फ़ार मोठा ऍक्टर वाटतो पण आम्हाला बोअर होत.
 नवीन फ्रेश लोक घ्या व छान कार्यक्रम ठेवा.
 हवा येऊ ध्या हा जसा बायकी रोल मुळे बंद पडला तसा तुमचा ना होवो.
 ह्या जुन्याना हटवा , त्यांचे ठरलेले तोंड वाकडे करणे आता पाहवत नाही.
 परीक्षक पण बदला. त्या सिद्धू ला घेऊ नका .",neutral
"How many of these tactics did you already know about? Write down in the comments
 Learn more about how Native Water Purifiers work: https://www.urbancompany.com/journey/cart?category=ro_purchase&uc_new_flow=true",neutral
"Bhai enko ye placement mil to Rahi hai hame jisa college se ki hai vaha se to nhi milti 
 Ba ki degree leke ghara Beth jao bs",neutral
ഏതാ...ഈ ഭാരതാംബാ...?,neutral
❤️🙏,neutral
Pichful t kachras i want to pee on secus,neutral
Foreign paisa phele bhi aa rha tha. Corruption phele bhi ho rha tha. Abhi kam se kam names toh dikhte han donation ka.,neutral
"Roves,kumorge,opnasohekoho,sorkor,or,natoand,bokt,ha,sorkorbodoldanochea,",neutral
G mara america ra Donald,neutral
"Hypocrisy hai bhai. Jab bahar se paise aa rahe the, tab seena thok rahe the. An jab jaa rahe hain, to ro rahe hain.
 Is desh main competition ki koi jagah nahi. Bas niyam banao, aur kamane waale ka raasta roko reservations, laws, tax laga k.",neutral
ফিরেনি আর ফিরবে না,neutral
ขอแสดงความเสียใจกับทั้งสองครอบครัวที่ต้องสุญเสียคุณแม่ที่เป้นที่รักยิ่งในเวลาใกล้เคียงกันคุณบอยกับนนกุลต่างทำหน้าที่ลุกหน้าทีพี่พร้อมกันและยังมีกำลังใจให้กันและกันในยามนี้เห้นแล้วอบอุ่นใจมากๆคะ,neutral
ஏன்டா ரௌடிய ரௌடிதான் கொலை பண்ணும் இவன் என்னமோ யோக்கிய புன்டை மாதிரி போராட்டம் நடத்த வந்து விட்டான்,neutral
Nija idhu Thankyou video madidhakke,neutral
Talme edre manushya enu bekadru madabahudu,neutral
ज्या बायकोला नवरा आईला पहिला मान देतो यात वाईट वाटते तिने लग्नच करू नये. फालतू तुलना.,neutral
DEDICATION LEVEL,neutral
❤️❤️❤️❤️❤️❤️❤️,neutral
Sir kuch video Big foot ke ate hai woh kaun Sa janwer hai,neutral
All nuclear assets appear to be intact. It was a cosmetic attack to please neocons and the fool Nethenyahu. Iran should not respond. But focus on Israel.,neutral
Kn pai gold nd silver price kahunahnti ❓,neutral
Accha raheta apka song,neutral
इस वीडियो का pdf सेंड कीजिए,neutral
আরে আমি তো দুই বাচ্চার মা। কার্টুন দেখতে ভালো লাগে,neutral
Amma Roja eakkava cheyaku neku vuntadi next,neutral
Roasted jerman shepherd at last,neutral
പിണറായി എന്ന പരനാറിയുടെ ദൃഷ്ടി പതിഞ്ഞാൽ മതി..സ്വാഹ...മഹാദേവാ ഞങ്ങളുടെ സഖാവിനെ കാത്തു കൊള്ളണേ🙏🙏🙏,neutral
They need to just start using plain old common sense but I guess that will never happen,neutral
Ami vat khete khete katun dekhi amar moto ke ke khete khete katun dekho,neutral
എങ്ങനെയെങ്കിലും ഈ കമ്മികളെ കേരളത്തിൽ നിന്നും ഇല്ലാതാക്കണം അല്ലെങ്കിൽ ഇവിടെ താലിബാൻ ആയിത്തീരും ഹിന്ദുക്കൾ ഇനിയെങ്കിലും മനസ്സിലാക്കുക നശിച്ച പാർട്ടിയാണ് സിപിഎം പാർട്ടിയും കോൺഗ്രസ് പാർട്ടിയും കോൺഗ്രസ് പാർട്ടി എന്നുവച്ചാൽ നമ്മുടെ ഇരിപ്പിടം മുഴുവനും സുഡാപ്പികൾക്ക് കൊടുക്കാൻ തയ്യാറായിരിക്കുകയാണ്,neutral
নিরপরাধ মেয়েকে বোম মেরে উড়িয়ে দিলো তৃণমূল। এর কোনো ক্ষমা নেই। CBI তদন্ত হোক।,neutral
Namaste beta namaste,neutral
മക്കളെ അളറിഞ്ഞു കളിക്കണ്ട,neutral
It's been 5 years today songs still I hear the song and it makes me feel that I am back in my time 🥹,neutral
Muje le jao 🥺,neutral
ನಮ್ಮ BCCI ಗೆ ಇರುವ ಪವರ್ ನ ಯೂಸ್ ಮಾಡ್ಕೊಂಡು ICC ಗೆ ಹೇಳಿ ಪಾಕಿಸ್ತಾನವನ್ನು ಇಂಟರ್ನ್ಯಾಷನಲ್ ಕ್ರಿಕೆಟ್ ಇಂದ ಬ್ಯಾನ್ ಮಾಡಿಸಬೇಕು,neutral
"Now, all people brush it off!!! ...this is.reason behind all cheos",neutral
Right under our nose...,neutral
നിങളുടെ ചാനൽ സ്ഥിരം കാണാത്തത് കൊണ്ട് റിപോർട്ടറുമാരെ അറിയില്ല.,neutral
ഇനി കുറച്ചു മാസങ്ങൾ മാത്രം അതിന്റെ ഇടയിൽ സർക്കാർ ഒന്നും ചെയ്യാൻ പോകുന്നില്ല സഹോദരന്മാരെ,neutral
Aane wale time me sab khatm ho jayega. Duniya bhi khatm ho jayegi.,neutral
T,neutral
ईरान पारसी लोगो का है और उन्हें इस वापस लेने की दिशा में बढ़ना चाहिए।,neutral
TMC bangla take sesh koredilo.,neutral
"ಕಷ್ಟ ಪಟ್ಟು ಸಾಕಿ ಬೆಳಿಯುಸಿದ ಅಪ್ಪ ಅಮ್ಮ ನನ್ನು. ಹಾಗು ಕುಟುಂಬ ವನ್ನು ಬಿಟ್ಟೂ .
 ಲವ್ ಬೆಸ್ಟಿ(ಮಿ n ಡ) ಅಂತ ಹೋಗುವ ಹುಡುಗಿ ಅಥವಾ ಹೆಣ್ಣು ಗಳಿಗೆ ಅರ್ಪಣೆ ಈ ವಿಡಿಯೋ",neutral
"खूप छान ताईंचे कीर्तन 
 रामकृष्ण हरी",neutral
Ye video kab ayega Bhavin 👀,neutral
Totally Teririst country holo Iran,neutral
আমার মত কে কে আছ বড় হয়েও কাটুন দেখ,neutral
Manish ke ki Bolden age police ke chamchagiri korte baron korun.,neutral
অসাধারণ গল্প,neutral
അടി കിട്ടൂല എന്ന് വിചാരിച്ചു ഇപ്പോൾ കിട്ടി തുടങ്ങി എനി ഇതു ഓക്കേ നിർത്തു,neutral
2025 anyone here,neutral
आज हर तरफ भय का माहौल है। आज हम सब को मिल कर असली गरीब बेरोजगार भारतीय युवाओं की दर्दनाक फोटो को लेकर UN me जाकर मोदी के भारत की असलियत दुनिया को दिखानी चाहिए। रवीश जी आप इस काम को ज्यादा दक्षता से कर सकते है। हर तरफ भय का माहौल है। हर कोई डरा हुआ है।,neutral
you kinda sound like the game of thrones abridged guy,neutral
Sethiru kana Bala meliba,neutral
Kadhi sazaa milni chiye sanjay hafshi ko 🤬,neutral
"They are detectable though confont & counter another matter beside their payload, CAP & ECM et al involved with mission, depends upon availble personnel, technology, tactics, which radar countermeasure satellite technology could detect B2 stealth aircraft ...?",neutral
"What was that reference in start of video, can someone explain?",neutral
😀,neutral
ওয়ার্ল্ড ইতিহাস এ আমেরিকা একটা অভিশপ্ত রাষ্ট্র।,neutral
"प्रियदर्शनी अंगार है, प्राजक्ता माळी भंगार है",neutral
ಜ ಲೋಫರ್ಸ್ ಬೇವರ್ಸಿಗಳು ಎನು ಹೇಳೋದು,neutral
🙏ಓಂ ನಮೋ ಲಕ್ಷ್ಮೀ ನಾರಾಯಣ 🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼,neutral
Basic civic awareness ki naam check krlo aur dukan daar bhi atleast ek baar confirm krle har chiz mai log gov blame krdete h,neutral
ছোট বাচ্চা দের এই প্রেমকাহিনী দেখানো একদম ই উচিত না.... এতে তাদের উপর খারাপ প্রভাব পরবে...,neutral
Why do you make story yourself oh my god.,neutral
Ei Golpota Onek Sundor Hoyeche 🤴💮,neutral
Onely one pice pk,neutral
Budha danta vangigiba dekhiki kha,neutral
"From Khulna ,Bangladesh,",neutral
Niaylaynethikia,neutral
Tamilnadu bothaiel thaan thalladuthu,neutral
Jobs,neutral
ഇറാനേ ഫിൻന്തുണക്കുന്നവർ തോറ്റു നശിച്ചു പോവുകണം,neutral
Sir Ivrna ee role ge DBoss refer madiddu. Please mention that,neutral
H,neutral
नेतन्याहू सूअर से पूछो गजा में क्या कर रहा था बच्चों को अस्पतालों को सबको उड़ा रहा था,neutral
ชอบครอบครัวพี่บอย ดูดีทั้งหน้าตาและจิตใจ,neutral
Didn’t he remove her from the movie and re shooted it with new actress?,neutral
Dhuhd,neutral
ഏറ്റവും മികച്ച നടൻ 🔥,neutral
কে যোগ্য কে অযোগ্য আজ পর্যন্ত প্রকাশ করলো না রাজ্য সরকার।,neutral
আরে বাংলার নির্বোধ জনগণ কবে বুঝবে নেতাদের চাটুকারিতার এই ভাবে কত প্রাণ যাবে বাংলায় প্রতিজ্ঞা করুন আমরা কোনো মতে জনগণের ভোট মন্দিরে ভোট দিতে যাবো না রাজনৈতিক দল গুলো হিংসার রাজনীতি না ছাড়বে,neutral
Mera bhi shirp aap key liye🙈❤️❤️❤️❤️❤️❤️❤️❤️,neutral
Qattar funded,neutral
Tatti and guuu,neutral
Caraption mukt hona hoga or casteism se bahar nikalkar Desh me kya chal Raha he uske uper dyan Dena hoga 💯,neutral
X200,neutral
Sabse badhiya apne roof chat par solar lgawaye pradhanmantri awas yojna se Ghar bnake,neutral
Don’t include pak world leader they are world jokers,neutral
"ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱦᱤᱨᱞᱟᱹ , ᱥᱟᱹᱜᱩᱱ ᱥᱮᱛᱟᱜ ᱳᱰᱤᱭᱟᱹᱴᱮᱪ ᱵᱩᱞᱮᱴᱤᱱ , ᱠᱷᱚᱵᱚᱨᱚ ᱡᱟᱦᱟ ᱪᱚᱨᱪᱟᱨᱮ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ ᱾ ᱡᱚᱦᱟᱨ ᱾",neutral
Trump has gone nuts.. It has become his habit..,neutral
CUTTTEEE EXPRESSIONS,neutral
#bologuruji Anarc watch ka review GTA 6 ke pehle ajeyaga kya?,neutral
Chhota vishal lg rha,neutral
Sala chora,neutral
Why BB why? why ur changing thumbnail?,neutral
എത്ര നല്ല മനുഷ്യനേയാണ് ഈ വായിനോക്കികൾ നുണ പ്രചരണം നടത്തുന്നത്,neutral
"आपात काल एक काला दिवस था ! 50 साल आज वो दिन ही था ! जयहिंद वंदेमात्रम! प्रथम प्रधान मंत्री पंडित जवाहर लाल नेहरू जी ने कहा था की मेरी बेटी को उच्च पद ना दिया जाए, परन्तु जब वो प्रधान मंत्री बनी तो ये आज का दिन का ये काला दिन ही सावित हो गया था ! जयहिन्द वंदेमात्रम!",neutral
pls pin,neutral
"Please bring some good stories which inspire all peoples, negative contents disturbing iruthe. ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಜನರಿಗೆ ಸ್ಫೂರ್ತಿ ನೀಡುವ ಕೆಲವು ಒಳ್ಳೆಯ ಕಥೆಗಳನ್ನು ತನ್ನಿ, ಋಣಾತ್ಮಕ ವಿಷಯಗಳು ಇರುತ್ಗೆ ತೊಂದರೆ ಕೊಡುತ್ತವೆ.",neutral
मैंने किया है एक जगह में एक रक्षक हूं तो दूसरी जगहएक राइटर और तीसरी जगह नायिका आशिक हूं जो जिम्म से नहीं रूह से मोहब्बत करता है it's a did ya FIR yah Meri Sabse Badi takat Hai asal mein Main Kaun hun mujhe yah bataiyega please Maine Kai Naam badle hain aur ab do Naam maine apne liye select kiye Hain Ek ultimate king dusra Hai Dil Se writer teesra Wala Mera Naam nahin Rakh sakta kyunki Main jisse Mohabbat Karta Hun use Pana nahin chahta,neutral
Sri lanka,neutral
Iran mein maut ki bhi baat kar lo,neutral
This video came up in 2024,neutral
Hiiiii sir,neutral
ಕಾನೂನು ಒಂದು ರೂಪಾಯಿಗೂ ಬೆಲೆ ಇಲ್ಲ ಬೇಕಾದ ಹಾಗೆ ಬಳಸಬಹುದು ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದಕ್ಕಾಗಿ ನಮ್ಮ ದೇಶದಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ಕ್ರೈಮ್ ಆಗ್ತಾ ಇರೋದು,neutral
Aadhi adhuri news mat do apne ghar tak nahi jayegi sirf select points tak hi jayegi,neutral
Boss tumhay koi cheez theek bhi lagti hay ya samaaj may har cheez ghalat hay?,neutral
Reliance ka ha ye,neutral
"Aur india dudh ka dhula huya hai.... foreign interference samajh e nahi ata usko....ole ole baby le , itna kuch de diya , pura desh bechne me tula hua tha hasina...aur in logo ko US dikhta sirf , doglapanti ki bhi seema hoti hai",neutral
Add 5 Million,neutral
Harshad Mehta bagge vedio Madi sir,neutral
వాడు మొహం,neutral
Media keeps on teasing Tharoor and only thing the people watch and see he will be a prey to PM Modi.,neutral
E hindu hudugirige buddi Ella e ge bidi hena agoudu e muslim loper ende ogodu bidi hena agodu,neutral
Bugehaafaate pujaagaalebaa nuleaachuaabugehaa sabukaaedaabaa,neutral
Gio,neutral
ଜୟ 🚩ମା ଡାବାଦେଇ🚩ଜୟ ମାଦର୍ତ୍ତୀ ରି🚩ବଳ ଳାଗି ଳା ଓଡିଶା ସମାଛାର🚩ନବରଙ୍ଗପୁର 🚩ଡାବୁଗାଁ 🚩କୋଇଲାରୀ 🚩ମା. ତାରିଣୀ 🚩,neutral
BUNTY 2nd episode leke kab aaega?,neutral
Jay potin jay modi 🙏🙏🙏🙏❤️❤️jay ଋଷ jay india ❤️🙏🙏🙏,neutral
Chiranjeevi tourism minister unnapati nunchi chepthunnaru,neutral
"ഭദ്രകുമാർ എന്ന പിണ്ണാക് മാടൻ മൗദൂദി സുഡാപ്പി യുടെ ഇറാൻ പ്രേമത്തെ കുറിച്ചും അടിപണിയെ കുറിച്ചും TG MOHANDAS PATHRIKA വിഡിയോയിൽ വിവരിച്ചിട്ടുണ്ട് , എന്നിട്ടു ഇവിടെ വന്നു വിവരദോഷി കുരക്കുന്നു",neutral
ಎಲ್ಲ ಜನರು ಹೋರಾಟ ಮಾಡಬೇಕು ಒಂದುಗೂಡಿ ಕಾಂಗ್ರೆಸ್ ಸರ್ಕಾರದ ಎಡವಟ್ಟು ರಾಜಕೀಯದ ಹಿತ,neutral
Ye bhi thik hai,neutral
Long tennis,neutral
O bhai yeh jo chacha is ki hi wajah se chanale chal raha hai baaki tu main bhasha har ki izzat karta hun par log bhoode ke bagair zero ho,neutral
മുരുക ഭക്തർ.... ഹിന്ദു സംഘടനകൾ യസീദി കളെ സഹായിക്കണം ---- കാരണം അവർ മുരുക രാജ്യത്തിനായി കഷ്ടപ്പെടുന്നു,neutral
குப்புர வீழ்ந்தாலும் மீசையில மண் ஒட்டல என்கிற கதை.,neutral
2 week ho gye vlog ni aaya,neutral
இஸ்ரேல் என்ன செய்தானோ காசாவில் அதுதான் இப்ப இஸ்ரேலுக்கு நடக்குது,neutral
MHJ कार्यक्रमातील विनोद पूर्णपणे संपलेत आणि विकृत पणाला सीमा राहिली नाहीये..विनोद जमत नसतील तर वेळेवर हा कार्यक्रम बंद करा.जे मिळविले आहे ते घालवू नका.,neutral
🪴🪴🏵️🌼🪔🪔🪔🌼🏵️🪴🪴,neutral
സ്ഥലപ്പേര് പറയുമ്പോൾ ആളുകൾ തിരിയുന്ന കോലത്തിൽ പറയുക ഇത് ഏത് ജില്ലാ കേരളത്തിൽ തന്നെയാണെന്ന് ജനങ്ങൾക്ക് മനസ്സിലായോ എന്തൊരു മണ്ടൻ വാർത്തകൾ,neutral
Anyone from ganderbal district,neutral
Answer is- Big beutiful Joker 🃏,neutral
ANNA ORU NAL SAPTANUM ANNA,neutral
"I saluteed mam ,salute your week ness",neutral
Pragatisila rajya Odisha boli kahibaku laaja aau sabhhiman bhharath ra kathha a e ta sarkar kahuchi chi chi,neutral
"_____________________
  ''''''''''''''''''''''''''''''''''''''""""""""""""""""""""""""""""",neutral
Mukhymantri Hona to aisa hona,neutral
In logon ko ab samajh aya gaza me jo log saheed ho rahe un per yeh log chup rahe. Bilkul target public area iran,neutral
Deleted it,neutral
👍🏻🤝👍🏻,neutral
Kya borra re hindi me bol sobku samjne ata ni bole to atleast english bol,neutral
Let us see how regularly students are getting Laddus and eggs,neutral
Asgardians of the Galaxy,neutral
"Guruji....
 
 Bas aap aise hi kaam karte rahiyega...
 
 Na koi marketing, na koi ads... Shuddh nirapeksh samachar...
 
 Bhagwan se yahi prarthana hai ki aap ko rajneeti se alag rakhe, evam aur kshamta de...
 
 Jai Jagannath. Jai Shree Ram.",neutral
अनपढ़ गंवार प्रधानमंत्री भारत का क्या-क्या बोलेगा उसको पता ही नहीं वो तो बकबास करता है,neutral
Watching on it,neutral
ಸರ್ ನಮ್ಮ ಊರಿನ ಪಕ್ಕದ ಹಳ್ಳಿಯಲ್ಲಿ ಒಂದು ಜಾಗದಲ್ಲಿ ದೇವ ಕಾಣಿಸುತ್ತೆ ಅಂತ ಅಲ್ಲಿಯ ಜನರು ಹೇಳುತ್ತಾರೆ ನೀವು ಅಲ್ಲಿ ಹೋಗಿ ನೀವು ಸಿಸಿಟಿವಿ ಕೆಮರಾ ಇಟರೆ ಕಾಣ ಬಹುದೇನೋ,neutral
Mere husband kuchh kar payenge job nikal payenge ki nahin government job main Life mein kya karunga aur mera baccha kaisa hoga,neutral
খুবই সুন্দর একটা গল্প।,neutral
যেমন আমি এখনও পর্যন্ত কাঠুন দেখি,neutral
କାହାର ନୂଆ ବର୍ଷ? ଖ୍ରୀଷ୍ଟୀୟମାନଙ୍କର ନା?,neutral
Any way to test or check analogue paneer? Mohak Mangal I think you missed to let us know if it's possible or not for the end consumer or by lab tests.,neutral
आज भारत को हिन्दू मुस्लिम मंदिर मस्जिद जाति धर्म ऊंच नीच में बांट दिया कुछ मंदबुद्धि ब्राह्मणों ने,neutral
Where is your chicken uppu Kari video,neutral
ಮುಂದಿನ ಪ್ರಧಾನಿ ಜಯಶಂಕರ್ ಅವರು ಆಗಬೇಕು ಅನ್ನುವ ಆಸೆ ಇದೆ.,neutral
നിത്യോപയോഗ സാധനത്തിനു വില കൂടുന്നത് സഖവ് അറിയുന്നുണ്ടോ .,neutral
भारत को और विश्व को नान मुस्लिम को नंगे होने का शौक है तो करो न अपने बहनों को नंग 😡 लाज शर्म तो धो के पी गये हो,neutral
"ಇಷ್ಟೆಲ್ಲಾ ಆದರೂ ಈ ಕಾಂಗ್ರೆಸ್ಸಿನ ಮೇಲೆ ಇನ್ನೂ ನಂಬಿಕೆ ಇಟ್ಟುಕೊಂಡು ಅದಕ್ಕೆ ಓಟು ಹಾಕುತ್ತಾ ಇದ್ದಾರೆ ಜನ, ಎಂಥ ಮೂರ್ಖರು",neutral
18 bosr r ke ke aso,neutral
Legends are watching+listening again in 2025???,neutral
The BRuce Wayne vs Superman baby daddy storyline with Lois was axed before BvS was released. It was an idea floated around,neutral
Modderguy_official_7,neutral
Bi,neutral
Okay,neutral
"സമീപകാലത്ത് കണ്ടതിൽ ഏറ്റവും സമഗ്രമായ, സമ്പന്നമായ ചർച്ച.",neutral
India provided Airspace to US to target Iran,neutral
দ্বিতীয় পর্ব চাই,neutral
TATA Production verithana poittu erukku onnum panna modeyathu...,neutral
Anyone from Kashmir,neutral
Modi h to munkin h,neutral
India itself,neutral
Veg❤️,neutral
We want alladin season4,neutral
KAHI MAJA NAHI IN MAHARASHTRA KI HASYA JATRA . OVER ACTING . VERY BOAR CHARACTERS . BETTER MY SUGGESTION STOP THIS PROGRAM .,neutral
3rd class Indian government,neutral
Mere pas ipad mini 5 he uspy update ayega 26 wala,neutral
सही ताम्हणकर जळते सोनाली कुलकर्णी vat,neutral
☘️ ഇറാനിലെ ഷിയാ മുസ്ലിങ്ങൾ ചാകാൻ കേരള + പക്കി സ്ഥാനി സുന്നിജാതി മാപ്ല മാർ..❤️ മുറിയണ്ടികൾക്ക് ഡിങ്കാഹു അക്ബർ,neutral
Haye ❤️❤️❤️❤️,neutral
Khameni is world no one dhustan bible words says 🙄,neutral
Please 🙏..🥺 translate in Hindi,neutral
Hcl காணோமாடா திருட்டு திராவிட கைக்கூலிஸ்,neutral
Muslimra TMC ka boikot korun,neutral
ಅಕ್ಕಮಹಾದೇವಿ ಶ್ರೀ ಮಲ್ಲಿಕಾರ್ಜುನಾ,neutral
Ohhh yee,neutral
"""മജീദേ കാശ് നീ കൊടുത്തില്ലേ"" ഇതാണ് മുറി അണ്ടികൾ ഭൂരിപക്ഷം ആവുമ്പോൾ സംഭവിക്കുന്നത്...ബാക്കി വരും നാളുകളിൽ കാണാം!!!",neutral
আমি ভাত খাই আর কাটুন দেখি আমার মেয়েও,neutral
Logical malik channal k bare ma ak video banao,neutral
வெறும் கிழங்கை மட்டும் திங்குறீங்களே ப்ரோ கூடவே தேங்காய் எடுத்து கடிச்சு தின்னா சும்மா தேனா இருக்கும்,neutral
Bunty episode agle janam mein dekhne ko milega 😒??,neutral
कार्यक्रम खूप सुंदर आहे.,neutral
Kis kis ko Moto edge 60 pro ka add dekha,neutral
Har Har Mahadev ji 🙏🙏,neutral
Subhadra 4th phase tanka kaiki asilani sankranti Dina daba boli kahithila,neutral
এতোই পরেও তৃণমূল জিততে কি করে বুঝতে পারছিনা,neutral
But he will never join BJP,neutral
I bought it yesterday,neutral
ଜୟ ଜଗନ୍ନାଥ ଶୁଭ ସକାଳ ବନ୍ଧୁ ମା ଡୁମାଲୁଣି,neutral
เป็นการพูดไปเรื่อยที่น่ารักที่สุด เลิฟพีพีมาก ยิ่งเวลาให้สมภาณ์ยิ่งน่ารัก,neutral
Ek ek ko pakad kar recovery ki jaye.,neutral
Isha ..why did u lose weight.... You look good when you are plump,neutral
உங்களுக்கேல்லாம் என்னத்தான் கேடுடா ஏண்டா இப்படி வழி தவறி நாசமா போறீங்க எங்கிருந்து வாங்குவானுங்களோ தெரியல.,neutral
Indians should give up their castes before census,neutral
This is what we call a fruit salad!!!!,neutral
15,neutral
"ഏതായാലും മത വെറിയിൽ ഹിരോഷിമ യും, നാഗ സാക്കിയും, ആവർത്തിക്കാതിരികെട്ടെ, ആകാതിരിക്കട്ടെ🇮🇳",neutral
Kya lgta hai Gaurav bhai mangal pr plot lenge🤔,neutral
Kiccha 🫶🥹,neutral
Merahkan untuk malam ini..gogogo stone cold Dorce gamalama,neutral
Abe bsdk buddhe m@derchod sale pagal ho gaya hai kya . Chutiye teri g@nd me danda dalna padega . Pakka sale tere g@nd se tera dimag nikal chukka hai,neutral
खरंच AI नको... भावना महत्वाच्या.. माणसं महत्वाची....,neutral
"VS,Gauryamma,chandrasegharan,,inganeyullavare,vety nirathathe,bharanam ivar kaikarym cheythirunnenkil
 Keralathil ninnum Communism 
 Povillayirunnu.
 Keralathil chuvappu kody
 Pary kalichene.
 Ith,manapoorvam aaro kalipichathanu.
 Annu,VS vilichu paranjathum
 Athu thanneyanu.",neutral
very informative,neutral
"News No.17 Jai Jagannath, It is a preplanned cultural attack to Jagannath sanskruti and also in other hand created an open challenge to Hindutwavadi politics...",neutral
V S a real STALINlST,neutral
*Hello*,neutral
Anant ambani ka naam kyu nhi liye bhai..?,neutral
ସବ୍ୟସାଚୀ ଯେତେ ମିଛ କହିଲେ ବି ସତ କଣ ଆମେ ଜାଣିଛୁ,neutral
"কমিশনার ভোট করতে আসবেন, তারপর নিজের মাইনেটা বুঝে নিয়ে চলে যাবেন।",neutral
আমি আছি,neutral
#colorstv add English subtitle,neutral
Solution of there problems is in the hands of Bihar youth,neutral
The most high who appointed the ansetor of the malamute is watching as the Consious 🤦🏿‍♂️ the regime has to relocate 🤷🏿,neutral
Aap chhena bnao kabhi dikhao video banakar,neutral
വേട്ടപ്പട്ടികളെ അതുപോലെ കയ്കാര്യം ചെയ്യണം,neutral
KA 28,neutral
